killer_name,killer_steamid,killer_team_name,victim_name,victim_steamid,victim_side,victim_team_name,weapon_name,headshot,killer_controlling_bot,is_trade_kill,match_checksum,tournament
Ex3rcice,76561198168198200,3DMAX,tN1R,76561198872013168,3,HEROIC,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Graviti,76561198179538505,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Ex3rcice,76561198168198200,2,3DMAX,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,SunPayus,76561198309839541,3,HEROIC,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,xfl0ud,76561198178209109,3,HEROIC,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,LNZ,76561198104626893,3,HEROIC,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,SunPayus,76561198309839541,3,HEROIC,Galil AR,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Djoko,76561198047876970,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Graviti,76561198179538505,2,3DMAX,M4A1,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Lucky,76561198031890115,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Ex3rcice,76561198168198200,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,yxngstxr,76561199137143905,3,HEROIC,AK-47,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Maka,76561198045739761,2,3DMAX,AWP,0,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Graviti,76561198179538505,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Maka,76561198045739761,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,yxngstxr,76561199137143905,3,HEROIC,P250,0,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Ex3rcice,76561198168198200,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Djoko,76561198047876970,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Lucky,76561198031890115,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,xfl0ud,76561198178209109,3,HEROIC,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,SunPayus,76561198309839541,3,HEROIC,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Graviti,76561198179538505,2,3DMAX,M4A1,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,LNZ,76561198104626893,3,HEROIC,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,tN1R,76561198872013168,3,HEROIC,AWP,0,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Djoko,76561198047876970,2,3DMAX,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Maka,76561198045739761,2,3DMAX,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,tN1R,76561198872013168,3,HEROIC,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,SunPayus,76561198309839541,3,HEROIC,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,yxngstxr,76561199137143905,3,HEROIC,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Ex3rcice,76561198168198200,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Lucky,76561198031890115,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,xfl0ud,76561198178209109,3,HEROIC,AK-47,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Graviti,76561198179538505,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,LNZ,76561198104626893,3,HEROIC,MAC-10,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Graviti,76561198179538505,2,3DMAX,MP9,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Djoko,76561198047876970,2,3DMAX,MP9,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,xfl0ud,76561198178209109,3,HEROIC,AK-47,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Lucky,76561198031890115,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,tN1R,76561198872013168,3,HEROIC,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Maka,76561198045739761,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Ex3rcice,76561198168198200,2,3DMAX,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Maka,76561198045739761,2,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Ex3rcice,76561198168198200,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Djoko,76561198047876970,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,LNZ,76561198104626893,3,HEROIC,MAC-10,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Graviti,76561198179538505,2,3DMAX,M4A1,0,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Lucky,76561198031890115,2,3DMAX,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,yxngstxr,76561199137143905,2,HEROIC,USP-S,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,xfl0ud,76561198178209109,2,HEROIC,P2000,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,tN1R,76561198872013168,2,HEROIC,P2000,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,LNZ,76561198104626893,2,HEROIC,USP-S,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Maka,76561198045739761,3,3DMAX,Glock-18,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Ex3rcice,76561198168198200,3,3DMAX,Glock-18,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,SunPayus,76561198309839541,2,HEROIC,P2000,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,LNZ,76561198104626893,2,HEROIC,USP-S,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,tN1R,76561198872013168,2,HEROIC,USP-S,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,SunPayus,76561198309839541,2,HEROIC,MP9,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,yxngstxr,76561199137143905,2,HEROIC,MP9,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,xfl0ud,76561198178209109,2,HEROIC,MP9,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Maka,76561198045739761,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Djoko,76561198047876970,3,3DMAX,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Djoko,76561198047876970,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,SunPayus,76561198309839541,2,HEROIC,AWP,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Lucky,76561198031890115,3DMAX,LNZ,76561198104626893,2,HEROIC,M4A1,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Lucky,76561198031890115,3,3DMAX,AK-47,1,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Maka,76561198045739761,3,3DMAX,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,yxngstxr,76561199137143905,2,HEROIC,MP9,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,xfl0ud,76561198178209109,2,HEROIC,FAMAS,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Graviti,76561198179538505,3,3DMAX,AK-47,0,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,tN1R,76561198872013168,2,HEROIC,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Lucky,76561198031890115,3,3DMAX,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Ex3rcice,76561198168198200,3DMAX,yxngstxr,76561199137143905,2,HEROIC,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Djoko,76561198047876970,3,3DMAX,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Ex3rcice,76561198168198200,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Graviti,76561198179538505,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,xfl0ud,76561198178209109,2,HEROIC,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Graviti,76561198179538505,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Djoko,76561198047876970,3,3DMAX,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Ex3rcice,76561198168198200,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,LNZ,76561198104626893,2,HEROIC,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,LNZ,76561198104626893,2,HEROIC,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
yxngstxr,76561199137143905,HEROIC,Djoko,76561198047876970,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Graviti,76561198179538505,3,3DMAX,AK-47,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,yxngstxr,76561199137143905,2,HEROIC,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Maka,76561198045739761,3DMAX,yxngstxr,76561199137143905,2,HEROIC,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
xfl0ud,76561198178209109,HEROIC,Ex3rcice,76561198168198200,3,3DMAX,AK-47,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
tN1R,76561198872013168,HEROIC,Lucky,76561198031890115,3,3DMAX,M4A1,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Graviti,76561198179538505,3DMAX,xfl0ud,76561198178209109,2,HEROIC,MP9,0,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
Djoko,76561198047876970,3DMAX,tN1R,76561198872013168,2,HEROIC,FAMAS,1,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Graviti,76561198179538505,3,3DMAX,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
LNZ,76561198104626893,HEROIC,Djoko,76561198047876970,3,3DMAX,AK-47,0,0,1,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
SunPayus,76561198309839541,HEROIC,Maka,76561198045739761,3,3DMAX,AWP,0,0,0,c92c0fe937a29b0e,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Team A,w0nderful,76561199063068840,3,Team A,World,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,USP-S,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,USP-S,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
cadiaN,76561198004115516,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,Glock-18,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,iM,76561198050250233,3,Natus Vincere NAVI,P250,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,P250,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,Aleksib,76561198013243326,3,Natus Vincere NAVI,Glock-18,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,USP-S,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,jL,76561198176878303,3,Natus Vincere NAVI,P250,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
World,0,,dev1ce,76561197987713664,2,Astralis,C4,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,Five-SeveN,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,Galil AR,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,Galil AR,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,Five-SeveN,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,Five-SeveN,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,MP9,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,iM,76561198050250233,3,Natus Vincere NAVI,Galil AR,1,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,Aleksib,76561198013243326,3,Natus Vincere NAVI,Galil AR,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,Desert Eagle,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,FAMAS,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,Tec-9,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,FAMAS,1,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,FAMAS,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
stavn,76561198022365638,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,Tec-9,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,FAMAS,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,MP9,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,MP9,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,M4A1,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,iM,76561198050250233,3,Natus Vincere NAVI,AK-47,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
stavn,76561198022365638,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,MP9,1,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,MP9,1,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,AK-47,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jabbi,76561198120557348,Astralis,jL,76561198176878303,3,Natus Vincere NAVI,Galil AR,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,AK-47,1,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,AWP,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,AWP,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jabbi,76561198120557348,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jabbi,76561198120557348,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,AK-47,1,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,M4A1,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,iM,76561198050250233,3,Natus Vincere NAVI,Galil AR,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,AK-47,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,Aleksib,76561198013243326,3,Natus Vincere NAVI,AK-47,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,AK-47,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
b1t,76561198246607476,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,M4A1,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,AWP,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,iM,76561198050250233,3,Natus Vincere NAVI,Tec-9,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
stavn,76561198022365638,Astralis,jL,76561198176878303,3,Natus Vincere NAVI,MAC-10,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,AWP,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,M4A1,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,jL,76561198176878303,3,Natus Vincere NAVI,AK-47,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,AWP,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jabbi,76561198120557348,Astralis,iM,76561198050250233,3,Natus Vincere NAVI,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jabbi,76561198120557348,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,AWP,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,AK-47,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Staehr,76561198005107817,Astralis,Aleksib,76561198013243326,3,Natus Vincere NAVI,AK-47,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
stavn,76561198022365638,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,HE Grenade,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,AWP,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,stavn,76561198022365638,2,Astralis,AWP,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jabbi,76561198120557348,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,MAC-10,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
Aleksib,76561198013243326,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
cadiaN,76561198004115516,Astralis,Aleksib,76561198013243326,3,Natus Vincere NAVI,AK-47,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,cadiaN,76561198004115516,2,Astralis,AWP,0,0,1,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
iM,76561198050250233,Natus Vincere NAVI,jabbi,76561198120557348,2,Astralis,AK-47,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
w0nderful,76561199063068840,Natus Vincere NAVI,Staehr,76561198005107817,2,Astralis,AWP,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,w0nderful,76561199063068840,3,Natus Vincere NAVI,AK-47,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
stavn,76561198022365638,Astralis,iM,76561198050250233,3,Natus Vincere NAVI,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
dev1ce,76561197987713664,Astralis,b1t,76561198246607476,3,Natus Vincere NAVI,AK-47,1,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
jL,76561198176878303,Natus Vincere NAVI,dev1ce,76561197987713664,2,Astralis,M4A1,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
World,0,,stavn,76561198022365638,2,Astralis,C4,0,0,0,e404f30b9dc3e185,BLAST Bounty 2025 Season 1
