number,start_tick,start_frame,freezetime_end_tick,freezetime_end_frame,end_tick,end_frame,end_officially_tick,end_officially_frame,team_a_name,team_b_name,score_team_a,score_team_b,team_a_side,team_b_side,team_a_start_money,team_b_start_money,team_a_equipment_value,team_b_equipment_value,team_a_money_spent,team_b_money_spent,team_a_economy_type,team_b_economy_type,duration,end_reason,winner_name,winner_side,overtime_number,match_checksum
3,16591,20902,17871,22787,24832,31202,25280,31724,FaZe,Team Spirit,3,0,3,2,18500,12600,26450,3900,5500,3100,full,eco,130208,8,FaZe,3,0,e170974178350f6c
4,25280,31724,26560,33610,32964,41353,33412,41929,FaZe,Team Spirit,3,1,3,2,31050,24900,29700,24900,20500,23900,full,full,121725,1,Team Spirit,2,0,e170974178350f6c
5,33412,41929,34692,43714,42984,53472,43432,53994,FaZe,Team Spirit,4,1,3,2,17550,19700,27500,25400,14950,3700,full,full,145921,7,FaZe,3,0,e170974178350f6c
6,45416,56630,46696,58315,54773,68015,55221,68551,FaZe,Team Spirit,4,2,3,2,22200,32500,27850,25200,19500,24200,full,full,143924,1,Team Spirit,2,0,e170974178350f6c
7,55221,68551,56501,70361,63290,78423,63738,78955,FaZe,Team Spirit,4,3,3,2,10000,27000,21000,25400,9700,9700,force-buy,full,124797,9,Team Spirit,2,0,e170974178350f6c
8,63738,78955,65018,80703,68454,84815,68902,85348,FaZe,Team Spirit,4,4,3,2,10500,35350,1000,27450,0,16500,eco,full,74079,9,Team Spirit,2,0,e170974178350f6c
9,68902,85348,70182,87255,78461,97091,78909,97666,FaZe,Team Spirit,4,5,3,2,22800,36600,22950,27450,21950,7400,full,full,148449,1,Team Spirit,2,0,e170974178350f6c
10,81251,100676,82531,102447,92265,113680,92713,114233,FaZe,Team Spirit,4,6,3,2,15350,47600,25550,27050,11600,4400,full,full,164390,1,Team Spirit,2,0,e170974178350f6c
11,92713,114233,93993,116208,99998,123255,100446,123805,FaZe,Team Spirit,4,7,3,2,21350,61900,27750,27350,19100,11700,full,full,114052,9,Team Spirit,2,0,e170974178350f6c
12,102651,126887,103931,128706,110863,136729,111823,137830,FaZe,Team Spirit,5,7,3,2,19550,67200,21400,28250,19300,14500,force-buy,full,124418,8,FaZe,3,0,e170974178350f6c
13,111823,137830,124107,153414,125042,154571,125489,155147,FaZe,Team Spirit,5,8,2,3,4000,4000,5250,4200,3450,3400,pistol,pistol,211632,8,Team Spirit,3,0,e170974178350f6c
14,125489,155147,126769,156836,129358,159941,129806,160534,FaZe,Team Spirit,5,9,2,3,10050,18350,8100,21100,1700,17600,semi,semi,60603,8,Team Spirit,3,0,e170974178350f6c
15,129806,160534,131086,162328,135140,167286,135588,167808,FaZe,Team Spirit,6,9,2,3,20350,19400,21250,24400,20050,5800,full,full,85355,9,FaZe,2,0,e170974178350f6c
16,138247,171472,139527,173343,147271,182383,147719,182915,FaZe,Team Spirit,7,9,2,3,18350,22400,20900,23350,16550,21850,full,full,137931,1,FaZe,2,0,e170974178350f6c
17,147719,182915,148999,184750,152455,188793,152903,189330,FaZe,Team Spirit,7,10,2,3,21100,11650,19300,18300,18300,10250,semi,force-buy,74307,8,Team Spirit,3,0,e170974178350f6c
18,152903,189330,154183,191241,164090,202792,164538,203319,FaZe,Team Spirit,8,10,2,3,10100,19850,15200,26700,9600,9250,force-buy,full,170180,1,FaZe,2,0,e170974178350f6c
19,164538,203319,165818,205316,172073,212832,172521,213375,FaZe,Team Spirit,8,11,2,3,19500,18600,22750,24250,17900,16000,full,full,120259,8,Team Spirit,3,0,e170974178350f6c
20,172521,213375,173801,215153,181104,223768,181552,224288,FaZe,Team Spirit,9,11,2,3,9200,20150,8850,29950,8650,14150,force-buy,full,131383,1,FaZe,2,0,e170974178350f6c
21,183733,227063,185013,228835,190058,234890,190506,235443,FaZe,Team Spirit,9,12,2,3,18950,14500,19650,28950,18650,11500,semi,full,98945,8,Team Spirit,3,0,e170974178350f6c
22,192825,238424,194105,240205,197047,243813,197047,243813,FaZe,Team Spirit,9,13,2,3,9900,31900,7200,30350,6900,6600,force-buy,full,68125,8,Team Spirit,3,0,e170974178350f6c
1,215,318,3893,4875,10944,12888,11392,13415,Liquid,The MongolZ,1,0,3,2,4000,4000,4000,4550,3400,3450,pistol,pistol,156445,7,Liquid,3,0,161480a4df987986
2,11392,13415,12672,15413,21040,25536,21488,26096,Liquid,The MongolZ,1,1,3,2,19900,14550,20300,14500,19300,14100,semi,force-buy,150857,1,The MongolZ,2,0,161480a4df987986
3,21488,26096,22768,28016,30784,37594,31232,38135,Liquid,The MongolZ,2,1,3,2,7600,19450,14100,22300,7100,5800,force-buy,full,143103,7,Liquid,3,0,161480a4df987986
4,31232,38135,32512,40028,39506,48352,39954,48890,Liquid,The MongolZ,2,2,3,2,20700,25150,26900,24900,17600,23900,full,full,127160,9,The MongolZ,2,0,161480a4df987986
5,39954,48890,41234,50817,50223,61462,50671,61999,Liquid,The MongolZ,2,3,3,2,11300,19300,11800,22300,11100,16600,force-buy,full,156470,9,The MongolZ,2,0,161480a4df987986
6,50671,61999,51951,63966,55515,68380,55963,68921,Liquid,The MongolZ,2,4,3,2,10900,20750,1800,20450,1200,15550,eco,full,79417,9,The MongolZ,2,0,161480a4df987986
7,58170,72088,59450,73911,68200,84317,68648,84823,Liquid,The MongolZ,2,5,3,2,22600,23250,23900,27450,22200,17150,full,full,152201,1,The MongolZ,2,0,161480a4df987986
8,68648,84823,69928,86681,78121,96315,78569,96830,Liquid,The MongolZ,2,6,3,2,15500,24300,17550,27850,5000,12600,semi,full,143028,1,The MongolZ,2,0,161480a4df987986
9,78569,96830,79849,98799,88635,109358,89083,109883,Liquid,The MongolZ,2,7,3,2,27800,30400,26250,27950,19400,8200,full,full,155922,1,The MongolZ,2,0,161480a4df987986
10,91168,112801,92448,114667,98740,122248,99188,122800,Liquid,The MongolZ,2,8,3,2,26100,40900,28850,27950,17700,16600,full,full,117576,9,The MongolZ,2,0,161480a4df987986
11,99188,122800,100468,124642,106069,131542,106517,132089,Liquid,The MongolZ,3,8,3,2,26000,42150,25850,27950,24650,12900,full,full,108802,8,Liquid,3,0,161480a4df987986
12,106517,132089,107797,134012,113909,141264,114869,142371,Liquid,The MongolZ,4,8,3,2,18700,37150,28000,28350,17150,27950,full,full,114191,8,Liquid,3,0,161480a4df987986
13,114869,142371,127756,159229,130863,162903,131311,163443,Liquid,The MongolZ,5,8,2,3,4000,4000,4350,4000,3350,3400,pistol,pistol,255540,9,Liquid,2,0,161480a4df987986
14,131311,163443,132591,165515,134697,168053,135145,168607,Liquid,The MongolZ,6,8,2,3,18550,10400,19300,1000,18200,0,semi,eco,57375,9,Liquid,2,0,161480a4df987986
15,135145,168607,136425,170635,142296,177592,142744,178131,Liquid,The MongolZ,6,9,2,3,18100,22400,21900,23100,3300,22100,full,full,111826,8,The MongolZ,3,0,161480a4df987986
16,142744,178131,144024,180022,149717,186895,150165,187421,Liquid,The MongolZ,7,9,2,3,22700,18050,23800,24600,22400,14400,full,full,109076,1,Liquid,2,0,161480a4df987986
17,150165,187421,151445,189540,156676,195802,157124,196360,Liquid,The MongolZ,7,10,2,3,19000,13150,25400,11050,4900,2250,full,semi,104309,8,The MongolZ,3,0,161480a4df987986
18,159738,200128,161018,202038,164446,206333,164894,206877,Liquid,The MongolZ,7,11,2,3,21400,28650,22400,29400,21100,14050,full,full,77227,8,The MongolZ,3,0,161480a4df987986
19,164894,206877,166174,208901,168813,212109,169261,212690,Liquid,The MongolZ,7,12,2,3,10400,32150,1300,29150,900,11600,eco,full,65117,8,The MongolZ,3,0,161480a4df987986
20,169261,212690,170541,214635,178263,224110,178263,224110,Liquid,The MongolZ,7,13,2,3,17400,53800,19700,29550,18700,3100,semi,full,142132,7,The MongolZ,3,0,161480a4df987986
1,222,325,6618,8443,8870,11114,9318,11651,Liquid,The MongolZ,1,0,3,2,4000,4000,4150,4600,3550,3400,pistol,pistol,133940,8,Liquid,3,0,a1520cf31fd7bfc
2,9318,11651,10598,13500,14839,18498,15287,19044,Liquid,The MongolZ,2,0,3,2,18200,10100,20850,1000,17750,0,semi,eco,85002,8,Liquid,3,0,a1520cf31fd7bfc
3,15287,19044,16567,20990,21785,27284,22233,27839,Liquid,The MongolZ,2,1,3,2,19400,22100,22750,23400,4800,22000,full,full,102295,9,The MongolZ,2,0,a1520cf31fd7bfc
4,22233,27839,23513,29658,27898,35059,28346,35581,Liquid,The MongolZ,2,2,3,2,23100,18150,23600,21000,22600,16300,full,full,89633,9,The MongolZ,2,0,a1520cf31fd7bfc
5,30330,38342,31610,40129,36518,45926,36966,46483,Liquid,The MongolZ,2,3,3,2,11200,19900,1600,22150,1000,17150,eco,full,94152,9,The MongolZ,2,0,a1520cf31fd7bfc
6,36966,46483,38246,48446,46441,58258,46889,58795,Liquid,The MongolZ,2,4,3,2,22500,20800,23600,23750,22400,8200,full,full,146181,1,The MongolZ,2,0,a1520cf31fd7bfc
7,46889,58795,48169,60708,54962,68839,55410,69380,Liquid,The MongolZ,3,4,3,2,15800,31600,7700,25300,4150,20900,semi,full,124691,7,Liquid,3,0,a1520cf31fd7bfc
8,55410,69380,56690,71410,59323,74750,59771,75295,Liquid,The MongolZ,4,4,3,2,30950,21900,28200,20900,20500,20200,full,full,66666,8,Liquid,3,0,a1520cf31fd7bfc
9,59771,75295,61051,77061,63022,79484,63470,80039,Liquid,The MongolZ,5,4,3,2,27600,11500,29750,2000,10150,1400,full,eco,52004,8,Liquid,3,0,a1520cf31fd7bfc
10,65793,83317,67073,85220,71726,90871,72174,91427,Liquid,The MongolZ,6,4,3,2,35000,22400,30250,23100,9200,22100,full,full,93779,8,Liquid,3,0,a1520cf31fd7bfc
11,72174,91427,73454,93225,79565,100656,80013,101206,Liquid,The MongolZ,7,4,3,2,43150,15400,29750,9050,15550,8850,full,semi,114573,8,Liquid,3,0,a1520cf31fd7bfc
12,80013,101206,81293,103316,89535,113107,90495,114215,Liquid,The MongolZ,7,5,3,2,45350,23850,31650,24600,15100,23500,full,full,147745,9,The MongolZ,2,0,a1520cf31fd7bfc
13,90495,114215,104551,131991,109560,137799,110008,138355,Liquid,The MongolZ,7,6,2,3,4000,4000,4350,4200,3350,3400,pistol,pistol,292785,7,The MongolZ,3,0,a1520cf31fd7bfc
14,110008,138355,111288,140268,116767,146881,117215,147436,Liquid,The MongolZ,7,7,2,3,13750,19900,13750,23550,13150,19650,force-buy,full,105846,8,The MongolZ,3,0,a1520cf31fd7bfc
15,117215,147436,118495,149340,120495,151804,120943,152367,Liquid,The MongolZ,7,8,2,3,14100,18600,4200,26000,4000,15700,eco,full,54226,8,The MongolZ,3,0,a1520cf31fd7bfc
16,120943,152367,122223,154301,128516,161833,128964,162397,Liquid,The MongolZ,7,9,2,3,24900,20650,25000,28650,23800,8750,full,full,117516,7,The MongolZ,3,0,a1520cf31fd7bfc
17,128964,162397,130244,164393,138887,174538,139335,175054,Liquid,The MongolZ,7,10,2,3,22600,31200,24000,29850,22200,24250,full,full,150725,7,The MongolZ,3,0,a1520cf31fd7bfc
18,141321,178160,142601,179959,151487,190421,151935,190943,Liquid,The MongolZ,8,10,2,3,21900,26250,22000,29550,21000,22400,full,full,152214,1,Liquid,2,0,a1520cf31fd7bfc
19,151935,190943,153215,192741,157754,198175,158202,198705,Liquid,The MongolZ,8,11,2,3,19900,11550,23900,18250,15500,11200,full,force-buy,89782,8,The MongolZ,3,0,a1520cf31fd7bfc
20,158202,198705,159482,200653,164448,206679,164896,207218,Liquid,The MongolZ,8,12,2,3,19800,18400,19700,26750,18900,15950,force-buy,full,98993,8,The MongolZ,3,0,a1520cf31fd7bfc
21,167087,210445,168367,212309,171409,216146,171409,216146,Liquid,The MongolZ,8,13,2,3,8150,22250,18500,27950,17300,10600,force-buy,full,70775,7,The MongolZ,3,0,a1520cf31fd7bfc
1,229,342,9294,11706,14200,17431,14648,17987,G2,M80,1,0,3,2,4000,4000,4850,5050,3550,3350,pistol,pistol,212913,7,G2,3,0,66dfc3308bcd96b
2,14648,17987,15928,19949,22668,28042,23116,28578,G2,M80,1,1,3,2,19750,14050,21450,15100,19150,13900,semi,force-buy,125276,1,M80,2,0,66dfc3308bcd96b
3,23116,28578,24396,30496,32558,40053,33006,40583,G2,M80,1,2,3,2,7900,19450,10600,22800,7450,11050,force-buy,full,142968,1,M80,2,0,66dfc3308bcd96b
4,33006,40583,34286,42398,41519,51116,41967,51633,G2,M80,1,3,3,2,11450,27700,4350,24950,0,16300,eco,full,131231,1,M80,2,0,66dfc3308bcd96b
5,41967,51633,43247,53515,46049,57129,46497,57690,G2,M80,2,3,3,2,23750,30100,24750,25100,18300,10400,full,full,68475,8,G2,3,0,66dfc3308bcd96b
6,46497,57690,47777,59565,55137,68440,55585,68978,G2,M80,3,3,3,2,23200,27300,26700,25300,14050,24300,full,full,133935,12,G2,3,0,66dfc3308bcd96b
7,58103,72288,59383,74038,67923,84078,68371,84602,G2,M80,3,4,3,2,26300,8700,27100,17300,6000,7800,full,force-buy,146893,9,M80,2,0,66dfc3308bcd96b
8,68371,84602,69651,86507,76588,94868,77036,95408,G2,M80,4,4,3,2,28500,18950,26850,22000,25850,17000,full,full,127905,8,G2,3,0,66dfc3308bcd96b
9,77036,95408,78316,97267,80524,100128,80972,100666,G2,M80,5,4,3,2,19800,9250,30150,8750,13400,8750,full,force-buy,58807,8,G2,3,0,66dfc3308bcd96b
10,80972,100666,82252,102391,86762,107889,87210,108463,G2,M80,6,4,3,2,23950,10300,29900,1000,8850,0,full,eco,89992,8,G2,3,0,66dfc3308bcd96b
11,87210,108463,88490,110353,92809,115723,93257,116263,G2,M80,7,4,3,2,32850,22300,30400,22500,5350,21500,full,full,90453,8,G2,3,0,66dfc3308bcd96b
12,95393,119246,96673,121041,99104,124095,100064,125238,G2,M80,8,4,3,2,44850,15600,31450,16650,16250,15050,full,force-buy,60414,8,G2,3,0,66dfc3308bcd96b
13,100064,125238,112832,141447,116536,145756,116984,146294,G2,M80,9,4,2,3,4000,4000,4750,4550,3350,3450,pistol,pistol,255636,9,G2,2,0,66dfc3308bcd96b
14,116984,146294,118264,148283,125369,156822,125817,157341,G2,M80,10,4,2,3,18700,10050,20800,9850,17700,9450,full,force-buy,131169,1,G2,2,0,66dfc3308bcd96b
15,125817,157341,127097,159134,131881,164852,132329,165392,G2,M80,11,4,2,3,20600,13200,24600,3350,13100,2000,full,eco,93580,9,G2,2,0,66dfc3308bcd96b
16,132329,165392,133609,167383,136000,170389,136448,170928,G2,M80,12,4,2,3,25550,26300,25600,27300,12400,25900,full,full,62258,9,G2,2,0,66dfc3308bcd96b
17,136448,170928,137728,172784,145088,181742,145536,182272,G2,M80,12,5,2,3,31200,18100,25700,18350,16700,17650,full,force-buy,134732,12,M80,3,0,66dfc3308bcd96b
18,148707,186424,149987,188207,157347,197132,157795,197682,G2,M80,12,6,2,3,20700,18800,22800,26650,18100,14800,full,full,133412,12,M80,3,0,66dfc3308bcd96b
19,157795,197682,159075,199453,163043,204258,163491,204806,G2,M80,12,7,2,3,10200,21750,1900,27600,1100,7200,eco,full,81931,8,M80,3,0,66dfc3308bcd96b
20,163491,204806,164771,206816,171635,215093,172083,215650,G2,M80,12,8,2,3,21600,32300,21300,29950,20500,11150,full,full,128166,8,M80,3,0,66dfc3308bcd96b
21,172083,215650,173363,217526,175590,220324,176038,220887,G2,M80,12,9,2,3,16200,38700,10400,30250,9600,14400,semi,full,58233,8,M80,3,0,66dfc3308bcd96b
22,176038,220887,177318,222746,182081,228639,182081,228639,G2,M80,13,9,2,3,18350,35450,24300,31250,23600,13800,full,full,96583,9,G2,2,0,66dfc3308bcd96b
1,227,332,1787,2308,9314,10890,9762,11412,M80,G2,0,1,3,2,4000,4000,4000,4350,3400,3350,pistol,pistol,132292,9,G2,2,0,575cfb3abbbed6c3
2,9762,11412,11042,13383,19876,23715,20324,24261,M80,G2,1,1,3,2,11300,18700,11200,18600,10400,17500,force-buy,semi,154157,7,M80,3,0,575cfb3abbbed6c3
3,20324,24261,21604,26149,27676,33342,28124,33871,M80,G2,2,1,3,2,21700,13300,22850,13350,16350,12750,full,force-buy,113785,7,M80,3,0,575cfb3abbbed6c3
4,28124,33871,29404,35814,38263,46426,38711,46953,M80,G2,3,1,3,2,24950,14550,26750,14850,21800,14250,full,force-buy,157314,7,M80,3,0,575cfb3abbbed6c3
5,38711,46953,39991,48911,46943,57552,47391,58121,M80,G2,3,2,3,2,22450,17100,23250,23050,22250,15600,full,full,132805,1,G2,2,0,575cfb3abbbed6c3
6,50353,61913,51633,63722,57849,71325,58297,71866,M80,G2,4,2,3,2,7500,19700,20350,26950,6450,8100,force-buy,full,117932,7,M80,3,0,575cfb3abbbed6c3
7,58297,71866,59577,73712,65728,81220,66176,81748,M80,G2,4,3,3,2,20450,24700,29400,23400,10850,22000,full,full,117205,1,G2,2,0,575cfb3abbbed6c3
8,68493,85004,69773,86785,77133,95846,77581,96381,M80,G2,5,3,3,2,17300,21400,22550,24200,16950,16450,full,full,135850,12,M80,3,0,575cfb3abbbed6c3
9,80723,100373,82003,102178,88751,110338,89199,110896,M80,G2,6,3,3,2,17700,10550,29450,14200,7300,10300,full,force-buy,124861,8,M80,3,0,575cfb3abbbed6c3
10,89199,110896,90479,112652,91470,113974,91918,114548,M80,G2,7,3,3,2,27550,10050,29650,1450,9100,250,full,eco,38567,8,M80,3,0,575cfb3abbbed6c3
11,91918,114548,93198,116477,102803,128063,103251,128592,M80,G2,7,4,3,2,36200,21800,29450,22100,2300,21100,full,full,169343,1,G2,2,0,575cfb3abbbed6c3
12,103251,128592,104531,130579,109544,136802,110504,137923,M80,G2,8,4,3,2,41800,19500,31550,24400,34850,18000,full,full,102871,8,M80,3,0,575cfb3abbbed6c3
13,110504,137923,123013,153414,127648,158894,128096,159435,M80,G2,8,5,2,3,4000,4000,4550,4600,3350,3300,pistol,pistol,262767,8,G2,3,0,575cfb3abbbed6c3
14,128096,159435,129376,161227,131137,163355,131585,163908,M80,G2,8,6,2,3,10450,18450,1000,19500,0,17200,eco,semi,49117,8,G2,3,0,575cfb3abbbed6c3
15,131585,163908,132865,165742,142274,176865,142722,177386,M80,G2,9,6,2,3,22450,19600,23200,22200,22200,5000,full,semi,162351,1,M80,2,0,575cfb3abbbed6c3
16,142722,177386,144002,179252,152738,189831,153186,190365,M80,G2,10,6,2,3,19250,22800,25500,25050,13000,20450,full,full,155936,1,M80,2,0,575cfb3abbbed6c3
17,155321,193075,156601,194936,163736,203668,164184,204204,M80,G2,10,7,2,3,24650,12450,25200,24000,13400,10950,full,full,132730,8,G2,3,0,575cfb3abbbed6c3
18,166485,207284,167765,209051,172932,215328,173380,215867,M80,G2,10,8,2,3,19150,19250,19000,25300,18200,16500,force-buy,full,100791,7,G2,3,0,575cfb3abbbed6c3
19,173380,215867,174660,217666,180069,224141,180517,224671,M80,G2,10,9,2,3,14650,22050,3400,26050,3400,16750,eco,full,103673,8,G2,3,0,575cfb3abbbed6c3
20,180517,224671,181797,226587,188605,234960,189053,235495,M80,G2,10,10,2,3,24150,23350,24300,27900,23500,17300,full,full,128921,8,G2,3,0,575cfb3abbbed6c3
21,189053,235495,190333,237303,192563,240223,193011,240772,M80,G2,10,11,2,3,15450,23800,7700,28800,7700,11250,semi,full,59242,8,G2,3,0,575cfb3abbbed6c3
22,193011,240772,194291,242553,202565,252646,203013,253197,M80,G2,11,11,2,3,25050,30300,25400,30650,24400,10250,full,full,148781,9,M80,2,0,575cfb3abbbed6c3
23,205235,256087,206515,257872,211312,263842,211760,264372,M80,G2,11,12,2,3,18700,27950,24300,27850,15600,26850,full,full,97170,8,G2,3,0,575cfb3abbbed6c3
24,211760,264372,213040,266213,221721,276767,221721,276767,M80,G2,11,13,2,3,22050,25100,18150,30000,17350,12050,force-buy,full,155309,7,G2,3,0,575cfb3abbbed6c3
1,259,363,1538,1984,5746,6810,6194,7327,Vitality,MOUZ,1,0,3,2,4000,4000,4250,4300,3250,3500,pistol,pistol,80933,8,Vitality,3,0,ed82f20da8e6c3e8
2,6194,7327,7474,9269,13596,16405,14044,16965,Vitality,MOUZ,2,0,3,2,18500,11200,19500,1500,17850,700,semi,eco,113962,8,Vitality,3,0,ed82f20da8e6c3e8
3,14044,16965,15324,18867,21225,25824,21673,26379,Vitality,MOUZ,2,1,3,2,18400,22800,23150,23500,8500,22400,full,full,111213,9,MOUZ,2,0,ed82f20da8e6c3e8
4,21673,26379,22953,28395,30313,36977,30761,37494,Vitality,MOUZ,3,1,3,2,17800,18150,18400,23500,17400,14700,force-buy,full,133044,12,Vitality,3,0,ed82f20da8e6c3e8
5,30761,37494,32041,39373,38580,47141,39028,47678,Vitality,MOUZ,3,2,3,2,17550,9450,25750,17600,11400,9200,full,force-buy,121105,1,MOUZ,2,0,ed82f20da8e6c3e8
6,39028,47678,40308,49589,45442,55796,45890,56331,Vitality,MOUZ,3,3,3,2,13750,19250,18150,24800,13300,12900,force-buy,full,101911,1,MOUZ,2,0,ed82f20da8e6c3e8
7,45890,56331,47170,58153,51610,63406,52058,63938,Vitality,MOUZ,4,3,3,2,10550,25050,8400,25900,200,13000,semi,full,88817,8,Vitality,3,0,ed82f20da8e6c3e8
8,52058,63938,53338,65931,56663,70089,57111,70618,Vitality,MOUZ,4,4,3,2,28100,19750,27550,19400,20450,18600,full,force-buy,77217,9,MOUZ,2,0,ed82f20da8e6c3e8
9,59448,73745,60728,75553,66701,82613,67149,83177,Vitality,MOUZ,4,5,3,2,15250,19200,15100,27850,14700,13000,force-buy,full,111326,1,MOUZ,2,0,ed82f20da8e6c3e8
10,67149,83177,68429,84915,70984,88048,71432,88614,Vitality,MOUZ,4,6,3,2,10350,25200,6450,26800,800,6700,semi,full,61149,9,MOUZ,2,0,ed82f20da8e6c3e8
11,71432,88614,72712,90593,79889,99006,80337,99557,Vitality,MOUZ,5,6,3,2,22250,36950,23150,27750,21950,15800,full,full,130458,7,Vitality,3,0,ed82f20da8e6c3e8
12,80337,99557,81617,101622,87987,109266,88947,110372,Vitality,MOUZ,5,7,3,2,19600,32050,28550,27650,14850,27050,full,full,121883,9,MOUZ,2,0,ed82f20da8e6c3e8
13,88947,110372,101463,126234,107719,133384,108167,133900,Vitality,MOUZ,6,7,2,3,4000,4000,4250,4200,3450,3400,pistol,pistol,288886,1,Vitality,2,0,ed82f20da8e6c3e8
14,108167,133900,109447,135949,116733,144690,117181,145270,Vitality,MOUZ,7,7,2,3,19550,11000,19800,11500,17850,10250,semi,force-buy,135454,1,Vitality,2,0,ed82f20da8e6c3e8
15,117181,145270,118461,147024,124344,153937,124792,154475,Vitality,MOUZ,8,7,2,3,20100,12750,22300,10350,5700,600,full,semi,108803,1,Vitality,2,0,ed82f20da8e6c3e8
16,124792,154475,126072,156449,128903,160092,129351,160668,Vitality,MOUZ,8,8,2,3,34000,27850,24800,28050,16000,23550,full,full,70514,8,MOUZ,3,0,ed82f20da8e6c3e8
17,129351,160668,130631,162515,134351,167173,134799,167732,Vitality,MOUZ,8,9,2,3,25300,22050,23200,29500,22000,10150,full,full,81661,8,MOUZ,3,0,ed82f20da8e6c3e8
18,134799,167732,136079,169579,142198,176801,142646,177372,Vitality,MOUZ,8,10,2,3,13400,29450,4300,30150,4100,15100,eco,full,113849,8,MOUZ,3,0,ed82f20da8e6c3e8
19,144666,180086,145946,182037,152894,190330,153342,190883,Vitality,MOUZ,8,11,2,3,21600,32100,22300,31050,20900,10600,full,full,128600,8,MOUZ,3,0,ed82f20da8e6c3e8
20,153342,190883,154622,192722,159548,198759,159996,199285,Vitality,MOUZ,9,11,2,3,16100,38650,9250,29550,9150,17500,semi,full,98873,1,Vitality,2,0,ed82f20da8e6c3e8
21,159996,199285,161276,201358,168473,209875,168921,210422,Vitality,MOUZ,10,11,2,3,25950,28450,29050,28650,12600,23550,full,full,132943,1,Vitality,2,0,ed82f20da8e6c3e8
22,171004,213437,172284,215200,179047,223314,179495,223857,Vitality,MOUZ,11,11,2,3,31850,14800,28350,25400,13400,12500,full,full,123993,9,Vitality,2,0,ed82f20da8e6c3e8
23,179495,223857,180775,225683,187589,233561,188037,234089,Vitality,MOUZ,12,11,2,3,36500,14900,28150,6500,7700,5900,full,semi,121821,1,Vitality,2,0,ed82f20da8e6c3e8
24,190332,237249,191612,239022,197866,246519,197866,246519,Vitality,MOUZ,13,11,2,3,45600,17800,27750,27900,20050,23700,full,full,116372,9,Vitality,2,0,ed82f20da8e6c3e8
1,215,317,10174,12349,16652,19753,17100,20286,MOUZ,Vitality,1,0,3,2,4000,4000,4400,4450,3400,3450,pistol,pistol,244258,7,MOUZ,3,0,18034f73d2236d5d
2,17100,20286,18380,22265,24329,29146,24777,29671,MOUZ,Vitality,1,1,3,2,19900,14550,20700,14000,19600,13400,semi,force-buy,111346,9,Vitality,2,0,18034f73d2236d5d
3,24777,29671,26057,31833,33008,40186,33456,40712,MOUZ,Vitality,1,2,3,2,8200,18900,8400,23850,7900,15350,force-buy,full,132145,1,Vitality,2,0,18034f73d2236d5d
4,33456,40712,34736,42522,40747,49688,41195,50215,MOUZ,Vitality,1,3,3,2,10400,21650,6850,25500,0,12900,semi,full,112804,1,Vitality,2,0,18034f73d2236d5d
5,41195,50215,42475,52238,51146,62580,51594,63098,MOUZ,Vitality,1,4,3,2,22400,27750,23100,26700,20600,4550,full,full,155394,1,Vitality,2,0,18034f73d2236d5d
6,53869,66071,55149,67942,58819,72505,59267,73074,MOUZ,Vitality,2,4,3,2,16600,41600,24500,26100,12700,9300,full,full,80858,8,MOUZ,3,0,18034f73d2236d5d
7,59267,73074,60547,75015,66963,82801,67411,83324,MOUZ,Vitality,2,5,3,2,21650,39900,28700,26950,15500,25950,full,full,122242,1,Vitality,2,0,18034f73d2236d5d
8,67411,83324,68691,85220,73252,90921,73700,91475,MOUZ,Vitality,3,5,3,2,18550,32650,27100,27250,16200,13000,full,full,95473,7,MOUZ,3,0,18034f73d2236d5d
9,73700,91475,74980,93408,83749,103924,84197,104463,MOUZ,Vitality,4,5,3,2,21650,30850,29000,26650,17650,25650,full,full,156450,7,MOUZ,3,0,18034f73d2236d5d
10,86747,107733,88027,109680,93985,117055,94433,117595,MOUZ,Vitality,5,5,3,2,23100,18900,29000,18000,18150,17200,full,force-buy,117152,7,MOUZ,3,0,18034f73d2236d5d
11,94433,117595,95713,119404,100938,125698,101386,126291,MOUZ,Vitality,6,5,3,2,24250,17600,29850,9900,15050,9700,full,semi,101833,8,MOUZ,3,0,18034f73d2236d5d
12,103921,129636,105201,131449,114294,142241,115254,143346,MOUZ,Vitality,6,6,3,2,26550,22700,31250,24300,11600,22300,full,full,158411,9,Vitality,2,0,18034f73d2236d5d
13,115254,143346,129189,160996,133663,166113,134111,166666,MOUZ,Vitality,6,7,2,3,4000,4000,4500,4300,3500,3300,pistol,pistol,286120,8,Vitality,3,0,18034f73d2236d5d
14,134111,166666,135391,168533,143442,177943,143890,178474,MOUZ,Vitality,7,7,2,3,10300,18450,2800,20950,2000,17600,eco,semi,141721,1,MOUZ,2,0,18034f73d2236d5d
15,143890,178474,145170,180366,154836,191725,155284,192268,MOUZ,Vitality,8,7,2,3,27300,9950,25850,14100,24850,9600,full,force-buy,166529,1,MOUZ,2,0,18034f73d2236d5d
16,155284,192268,156564,194058,162690,201250,163138,201826,MOUZ,Vitality,9,7,2,3,20950,9850,27150,2150,8700,0,full,eco,112879,9,MOUZ,2,0,18034f73d2236d5d
17,163138,201826,164418,203698,171734,212417,172182,212985,MOUZ,Vitality,9,8,2,3,30300,21650,27650,22250,3500,21250,full,force-buy,133100,7,Vitality,3,0,18034f73d2236d5d
